"","x"
"1",0.02
"2",0.0416161616161616
"3",0.0416161616161616
"4",0.0416161616161616
"5",0.0416161616161616
"6",0.0412121212121212
"7",0.0414141414141414
"8",0.042020202020202
"9",0.0422222222222222
"10",0.042020202020202
"11",0.042020202020202
"12",0.0418181818181818
"13",0.0416161616161616
"14",0.041010101010101
"15",0.0408080808080808
"16",0.0408080808080808
"17",0.0408080808080808
"18",0.0408080808080808
"19",0.041010101010101
"20",0.0404040404040404
"21",0.0406060606060606
"22",0.0402020202020202
"23",0.0406060606060606
"24",0.0404040404040404
"25",0.04
"26",0.0397979797979798
"27",0.0397979797979798
"28",0.0393939393939394
"29",0.0391919191919192
"30",0.0385858585858586
"31",0.038989898989899
"32",0.0391919191919192
"33",0.0385858585858586
"34",0.038989898989899
"35",0.0385858585858586
"36",0.0387878787878788
"37",0.0383838383838384
"38",0.038989898989899
"39",0.0393939393939394
"40",0.0404040404040404
"41",0.0406060606060606
"42",0.0406060606060606
"43",0.0402020202020202
"44",0.0393939393939394
"45",0.038989898989899
"46",0.0385858585858586
"47",0.0387878787878788
"48",0.0385858585858586
"49",0.038989898989899
"50",0.0391919191919192
"51",0.038989898989899
"52",0.0383838383838384
"53",0.0385858585858586
"54",0.038989898989899
"55",0.038989898989899
"56",0.0391919191919192
"57",0.038989898989899
"58",0.038989898989899
"59",0.038989898989899
"60",0.0393939393939394
"61",0.0393939393939394
"62",0.0385858585858586
"63",0.0391919191919192
"64",0.0385858585858586
"65",0.0377777777777778
"66",0.0375757575757576
"67",0.0377777777777778
"68",0.0383838383838384
"69",0.0375757575757576
"70",0.0377777777777778
"71",0.0373737373737374
"72",0.0375757575757576
"73",0.0373737373737374
"74",0.0375757575757576
"75",0.0371717171717172
"76",0.0373737373737374
"77",0.0373737373737374
"78",0.0371717171717172
"79",0.036969696969697
"80",0.0377777777777778
"81",0.037979797979798
"82",0.037979797979798
"83",0.0381818181818182
"84",0.0383838383838384
"85",0.0381818181818182
"86",0.0385858585858586
"87",0.0391919191919192
"88",0.038989898989899
"89",0.0391919191919192
"90",0.0393939393939394
"91",0.0393939393939394
"92",0.038989898989899
"93",0.0387878787878788
"94",0.038989898989899
"95",0.0385858585858586
"96",0.0381818181818182
"97",0.037979797979798
"98",0.037979797979798
"99",0.037979797979798
"100",0.0375757575757576
"101",0.0371717171717172
"102",0.0371717171717172
"103",0.0365656565656566
"104",0.0363636363636364
"105",0.035959595959596
"106",0.0355555555555556
"107",0.035959595959596
"108",0.0357575757575758
"109",0.0355555555555556
"110",0.0351515151515151
"111",0.0351515151515151
"112",0.0351515151515151
"113",0.034949494949495
"114",0.0347474747474747
"115",0.0343434343434343
"116",0.0339393939393939
"117",0.0339393939393939
"118",0.0335353535353535
"119",0.0333333333333333
"120",0.0335353535353535
"121",0.0333333333333333
"122",0.0333333333333333
"123",0.0337373737373737
"124",0.0337373737373737
"125",0.0339393939393939
"126",0.0341414141414141
"127",0.0333333333333333
"128",0.0331313131313131
"129",0.0329292929292929
"130",0.0333333333333333
"131",0.0331313131313131
"132",0.0331313131313131
"133",0.0331313131313131
"134",0.0331313131313131
"135",0.0335353535353535
"136",0.0335353535353535
"137",0.0337373737373737
"138",0.0335353535353535
"139",0.0335353535353535
"140",0.0337373737373737
"141",0.0333333333333333
"142",0.0325252525252525
"143",0.0323232323232323
"144",0.0319191919191919
"145",0.0315151515151515
"146",0.0315151515151515
"147",0.0313131313131313
"148",0.0313131313131313
"149",0.0317171717171717
"150",0.0317171717171717
"151",0.0315151515151515
"152",0.0309090909090909
"153",0.0311111111111111
"154",0.0311111111111111
"155",0.0317171717171717
"156",0.0321212121212121
"157",0.0321212121212121
"158",0.0321212121212121
"159",0.0319191919191919
"160",0.0319191919191919
"161",0.0319191919191919
"162",0.0323232323232323
"163",0.0325252525252525
"164",0.0327272727272727
"165",0.0329292929292929
"166",0.0329292929292929
"167",0.0327272727272727
"168",0.0325252525252525
"169",0.0327272727272727
"170",0.0323232323232323
"171",0.0329292929292929
"172",0.0333333333333333
"173",0.0333333333333333
"174",0.0329292929292929
"175",0.0331313131313131
"176",0.0337373737373737
"177",0.0337373737373737
"178",0.0337373737373737
"179",0.0335353535353535
"180",0.0335353535353535
"181",0.0341414141414141
"182",0.0341414141414141
"183",0.0347474747474747
"184",0.034949494949495
"185",0.034949494949495
"186",0.0347474747474747
"187",0.034949494949495
"188",0.0347474747474747
"189",0.0351515151515151
"190",0.0353535353535354
"191",0.0353535353535354
"192",0.0351515151515151
"193",0.034949494949495
"194",0.0347474747474747
"195",0.034949494949495
"196",0.0347474747474747
"197",0.0345454545454545
"198",0.0345454545454545
"199",0.034949494949495
"200",0.034949494949495
"201",0.0345454545454545
"202",0.0345454545454545
"203",0.0351515151515151
"204",0.0353535353535354
"205",0.0357575757575758
"206",0.0361616161616162
"207",0.035959595959596
"208",0.0361616161616162
"209",0.035959595959596
"210",0.0361616161616162
"211",0.0361616161616162
"212",0.0367676767676768
"213",0.0367676767676768
"214",0.0365656565656566
"215",0.0367676767676768
"216",0.0367676767676768
"217",0.0371717171717172
"218",0.0375757575757576
"219",0.0377777777777778
"220",0.036969696969697
"221",0.0367676767676768
"222",0.036969696969697
"223",0.036969696969697
"224",0.0365656565656566
"225",0.0365656565656566
"226",0.0365656565656566
"227",0.0363636363636364
"228",0.0365656565656566
"229",0.0365656565656566
"230",0.0365656565656566
"231",0.0365656565656566
"232",0.0363636363636364
"233",0.0357575757575758
"234",0.0353535353535354
"235",0.034949494949495
"236",0.034949494949495
"237",0.0347474747474747
"238",0.0345454545454545
"239",0.0347474747474747
"240",0.0343434343434343
"241",0.0345454545454545
"242",0.0347474747474747
"243",0.034949494949495
"244",0.0347474747474747
"245",0.0347474747474747
"246",0.0347474747474747
"247",0.0343434343434343
"248",0.0339393939393939
"249",0.0339393939393939
"250",0.0343434343434343
"251",0.0343434343434343
"252",0.0345454545454545
"253",0.0345454545454545
"254",0.0343434343434343
"255",0.0343434343434343
"256",0.0343434343434343
"257",0.0343434343434343
"258",0.0347474747474747
"259",0.0347474747474747
"260",0.0347474747474747
"261",0.0347474747474747
"262",0.0347474747474747
"263",0.0345454545454545
"264",0.0339393939393939
"265",0.0337373737373737
"266",0.0341414141414141
"267",0.0347474747474747
"268",0.0347474747474747
"269",0.034949494949495
"270",0.0343434343434343
"271",0.0343434343434343
"272",0.0339393939393939
"273",0.0339393939393939
"274",0.0341414141414141
"275",0.0339393939393939
"276",0.0341414141414141
"277",0.0343434343434343
"278",0.0343434343434343
"279",0.0339393939393939
"280",0.0333333333333333
"281",0.0337373737373737
"282",0.0333333333333333
"283",0.0333333333333333
"284",0.0331313131313131
"285",0.0331313131313131
"286",0.0329292929292929
"287",0.0329292929292929
"288",0.0329292929292929
"289",0.0325252525252525
"290",0.0329292929292929
"291",0.0331313131313131
"292",0.0331313131313131
"293",0.0331313131313131
"294",0.0331313131313131
"295",0.0333333333333333
"296",0.0337373737373737
"297",0.0339393939393939
"298",0.0343434343434343
"299",0.0345454545454545
"300",0.0341414141414141
"301",0.0339393939393939
"302",0.0339393939393939
"303",0.0339393939393939
"304",0.0341414141414141
"305",0.0337373737373737
"306",0.0337373737373737
"307",0.0339393939393939
"308",0.0339393939393939
"309",0.0341414141414141
"310",0.0343434343434343
"311",0.0337373737373737
"312",0.0333333333333333
"313",0.0329292929292929
"314",0.0331313131313131
"315",0.0331313131313131
"316",0.0325252525252525
"317",0.0327272727272727
"318",0.0329292929292929
"319",0.0325252525252525
"320",0.0319191919191919
"321",0.0319191919191919
"322",0.0319191919191919
"323",0.0323232323232323
"324",0.0325252525252525
"325",0.0321212121212121
"326",0.0321212121212121
"327",0.0319191919191919
"328",0.0319191919191919
"329",0.0321212121212121
"330",0.0319191919191919
"331",0.0315151515151515
"332",0.0313131313131313
"333",0.0317171717171717
"334",0.0319191919191919
"335",0.0317171717171717
"336",0.0313131313131313
"337",0.0319191919191919
"338",0.0321212121212121
"339",0.0321212121212121
"340",0.0317171717171717
"341",0.0317171717171717
"342",0.0319191919191919
"343",0.0317171717171717
"344",0.0317171717171717
"345",0.0321212121212121
"346",0.0321212121212121
"347",0.0321212121212121
"348",0.0325252525252525
"349",0.0321212121212121
"350",0.0321212121212121
"351",0.0317171717171717
"352",0.0313131313131313
"353",0.0317171717171717
"354",0.0313131313131313
"355",0.0317171717171717
"356",0.0313131313131313
"357",0.0313131313131313
"358",0.0317171717171717
"359",0.0323232323232323
"360",0.0327272727272727
"361",0.0323232323232323
"362",0.0325252525252525
"363",0.0327272727272727
"364",0.0331313131313131
"365",0.0333333333333333
"366",0.0333333333333333
"367",0.0343434343434343
"368",0.034949494949495
"369",0.034949494949495
"370",0.0351515151515151
"371",0.034949494949495
"372",0.0347474747474747
"373",0.0357575757575758
"374",0.035959595959596
"375",0.0357575757575758
"376",0.0357575757575758
"377",0.035959595959596
"378",0.0353535353535354
"379",0.034949494949495
"380",0.034949494949495
"381",0.035959595959596
"382",0.035959595959596
"383",0.035959595959596
"384",0.035959595959596
"385",0.035959595959596
"386",0.035959595959596
"387",0.0361616161616162
"388",0.035959595959596
"389",0.0357575757575758
"390",0.0357575757575758
"391",0.035959595959596
"392",0.0357575757575758
"393",0.035959595959596
"394",0.0361616161616162
"395",0.035959595959596
"396",0.0355555555555556
"397",0.0353535353535354
"398",0.0357575757575758
"399",0.0363636363636364
"400",0.0361616161616162
"401",0.0357575757575758
"402",0.0361616161616162
"403",0.0363636363636364
"404",0.0363636363636364
"405",0.035959595959596
"406",0.0361616161616162
"407",0.0355555555555556
"408",0.034949494949495
"409",0.034949494949495
"410",0.034949494949495
"411",0.0357575757575758
"412",0.0363636363636364
"413",0.0363636363636364
"414",0.0361616161616162
"415",0.0357575757575758
"416",0.035959595959596
"417",0.0365656565656566
"418",0.036969696969697
"419",0.0375757575757576
"420",0.0377777777777778
"421",0.0383838383838384
"422",0.0387878787878788
"423",0.0383838383838384
"424",0.0381818181818182
"425",0.0381818181818182
"426",0.0385858585858586
"427",0.0377777777777778
"428",0.0383838383838384
"429",0.0387878787878788
"430",0.0383838383838384
"431",0.0387878787878788
"432",0.038989898989899
"433",0.0395959595959596
"434",0.0397979797979798
"435",0.0395959595959596
"436",0.0395959595959596
"437",0.0393939393939394
"438",0.0395959595959596
"439",0.0393939393939394
"440",0.0402020202020202
"441",0.0404040404040404
"442",0.041010101010101
"443",0.0416161616161616
"444",0.0416161616161616
"445",0.0408080808080808
"446",0.0416161616161616
"447",0.0414141414141414
"448",0.0408080808080808
"449",0.041010101010101
"450",0.0402020202020202
"451",0.0397979797979798
"452",0.0402020202020202
"453",0.0391919191919192
"454",0.0393939393939394
"455",0.0395959595959596
"456",0.038989898989899
"457",0.0397979797979798
"458",0.0397979797979798
"459",0.04
"460",0.0402020202020202
"461",0.0397979797979798
"462",0.0397979797979798
"463",0.0404040404040404
"464",0.0404040404040404
"465",0.0404040404040404
"466",0.0404040404040404
"467",0.0397979797979798
"468",0.0397979797979798
"469",0.0397979797979798
"470",0.0402020202020202
"471",0.04
"472",0.0402020202020202
"473",0.04
"474",0.0404040404040404
"475",0.0406060606060606
"476",0.0404040404040404
"477",0.0406060606060606
"478",0.0404040404040404
"479",0.0406060606060606
"480",0.0408080808080808
"481",0.0404040404040404
"482",0.0397979797979798
"483",0.0395959595959596
"484",0.0404040404040404
"485",0.0406060606060606
"486",0.0406060606060606
"487",0.041010101010101
"488",0.0404040404040404
"489",0.0408080808080808
"490",0.0412121212121212
"491",0.0406060606060606
"492",0.04
"493",0.0404040404040404
"494",0.0412121212121212
"495",0.0406060606060606
"496",0.0406060606060606
"497",0.0404040404040404
"498",0.0408080808080808
"499",0.0406060606060606
"500",0.0404040404040404
"501",0.0406060606060606
"502",0.041010101010101
"503",0.0406060606060606
"504",0.04
"505",0.0402020202020202
"506",0.0402020202020202
"507",0.0402020202020202
"508",0.0395959595959596
"509",0.0395959595959596
"510",0.0397979797979798
"511",0.0402020202020202
"512",0.0404040404040404
"513",0.0397979797979798
"514",0.0402020202020202
"515",0.0402020202020202
"516",0.0397979797979798
"517",0.04
"518",0.04
"519",0.0402020202020202
"520",0.04
"521",0.0406060606060606
"522",0.0406060606060606
"523",0.0402020202020202
"524",0.04
"525",0.0402020202020202
"526",0.0402020202020202
"527",0.04
"528",0.0402020202020202
